BlockId,Col,Row,Value,Replicate,Layer
1,1.0,1.0,-26.88011,1default
1,2.0,1.0,-25.35891,1default
1,3.0,1.0,-44.3359,1default
1,4.0,1.0,-12.383533,1default
1,5.0,1.0,-27.286556,1default
1,6.0,1.0,-27.956837,1default
1,7.0,1.0,-32.40635,1default
1,8.0,1.0,-31.19652,1default
1,9.0,1.0,-18.515879,1default
1,10.0,1.0,-16.638144,1default
1,1.0,2.0,10.950276,1default
1,2.0,2.0,12.5,1default
1,3.0,2.0,2.857007,1default
1,4.0,2.0,16.866323,1default
1,5.0,2.0,76.49981,1default
1,6.0,2.0,64.00694,1default
1,7.0,2.0,31.175129,1default
1,8.0,2.0,71.35625,1default
1,9.0,2.0,56.536415,1default
1,10.0,2.0,26.43088,1default
1,1.0,3.0,31.664764,1default
1,2.0,3.0,-12.248051,1default
1,3.0,3.0,6.129968,1default
1,4.0,3.0,27.873646,1default
1,5.0,3.0,37.179123,1default
1,6.0,3.0,58.029095,1default
1,7.0,3.0,127.113045,1default
1,8.0,3.0,125.33038,1default
1,9.0,3.0,50.406445,1default
1,10.0,3.0,86.285416,1default
1,1.0,4.0,9.562179,1default
1,2.0,4.0,21.125689,1default
1,3.0,4.0,73.06998,1default
1,4.0,4.0,105.20774,1default
1,5.0,4.0,126.656685,1default
1,6.0,4.0,103.40844,1default
1,7.0,4.0,134.58832,1default
1,8.0,4.0,110.047066,1default
1,9.0,4.0,104.66819,1default
1,10.0,4.0,77.38401,1default
1,1.0,5.0,-8.96796,1default
1,2.0,5.0,-5.098403,1default
1,3.0,5.0,21.189865,1default
1,4.0,5.0,71.73655,1default
1,5.0,5.0,118.2972,1default
1,6.0,5.0,64.48707,1default
1,7.0,5.0,65.24529,1default
1,8.0,5.0,99.2085,1default
1,9.0,5.0,92.648315,1default
1,10.0,5.0,104.24748,1default
1,1.0,6.0,-13.859574,1default
1,2.0,6.0,-18.004848,1default
1,3.0,6.0,5.839989,1default
1,4.0,6.0,43.275814,1default
1,5.0,6.0,108.1931,1default
1,6.0,6.0,70.99734,1default
1,7.0,6.0,111.86775,1default
1,8.0,6.0,78.35853,1default
1,9.0,6.0,76.23598,1default
1,10.0,6.0,120.16781,1default
1,1.0,7.0,-2.971097,1default
1,2.0,7.0,13.06332,1default
1,3.0,7.0,-0.29711,1default
1,4.0,7.0,85.37507,1default
1,5.0,7.0,71.974236,1default
1,6.0,7.0,104.394844,1default
1,7.0,7.0,53.5772,1default
1,8.0,7.0,91.0059,1default
1,9.0,7.0,77.46007,1default
1,10.0,7.0,105.87802,1default
1,1.0,8.0,-5.110287,1default
1,2.0,8.0,2.307948,1default
1,3.0,8.0,26.045826,1default
1,4.0,8.0,55.64746,1default
1,5.0,8.0,118.98888,1default
1,6.0,8.0,101.47129,1default
1,7.0,8.0,86.03584,1default
1,8.0,8.0,76.9229,1default
1,9.0,8.0,69.96815,1default
1,10.0,8.0,148.34569,1default
1,1.0,9.0,26.60677,1default
1,2.0,9.0,13.579102,1default
1,3.0,9.0,35.919376,1default
1,4.0,9.0,136.7893,1default
1,5.0,9.0,141.16039,1default
1,6.0,9.0,146.8126,1default
1,7.0,9.0,153.45836,1default
1,8.0,9.0,109.276955,1default
1,9.0,9.0,202.41966,1default
1,10.0,9.0,179.55647,1default
1,1.0,10.0,28.522533,1default
1,2.0,10.0,49.241776,1default
1,3.0,10.0,28.574823,1default
1,4.0,10.0,94.523674,1default
1,5.0,10.0,100.45636,1default
1,6.0,10.0,142.83847,1default
1,7.0,10.0,117.241875,1default
1,8.0,10.0,136.1333,1default
1,9.0,10.0,166.85681,1default
1,10.0,10.0,95.33181,1default
2,1.0,1.0,37.93497,1default
2,2.0,1.0,66.196045,1default
2,3.0,1.0,57.846073,1default
2,4.0,1.0,29.65155,1default
2,5.0,1.0,36.233124,1default
2,6.0,1.0,55.977848,1default
2,7.0,1.0,26.373835,1default
2,8.0,1.0,91.45988,1default
2,9.0,1.0,43.660866,1default
2,10.0,1.0,28.180262,1default
2,1.0,2.0,79.94866,1default
2,2.0,2.0,37.297966,1default
2,3.0,2.0,43.31622,1default
2,4.0,2.0,60.296635,1default
2,5.0,2.0,76.66144,1default
2,6.0,2.0,51.350067,1default
2,7.0,2.0,51.611523,1default
2,8.0,2.0,29.729986,1default
2,9.0,2.0,28.97414,1default
2,10.0,2.0,68.2568,1default
2,1.0,3.0,2.852253,1default
2,2.0,3.0,12.224282,1default
2,3.0,3.0,48.97319,1default
2,4.0,3.0,53.408443,1default
2,5.0,3.0,33.8919,1default
2,6.0,3.0,56.7741,1default
2,7.0,3.0,79.55172,1default
2,8.0,3.0,35.111237,1default
2,9.0,3.0,77.98298,1default
2,10.0,3.0,36.53261,1default
2,1.0,4.0,19.179026,1default
2,2.0,4.0,35.95503,1default
2,3.0,4.0,14.116277,1default
2,4.0,4.0,49.179977,1default
2,5.0,4.0,103.475,1default
2,6.0,4.0,51.05058,1default
2,7.0,4.0,49.2394,1default
2,8.0,4.0,37.1506,1default
2,9.0,4.0,67.434395,1default
2,10.0,4.0,59.31736,1default
2,1.0,5.0,13.705077,1default
2,2.0,5.0,17.351208,1default
2,3.0,5.0,15.530519,1default
2,4.0,5.0,54.11913,1default
2,5.0,5.0,77.27705,1default
2,6.0,5.0,114.66296,1default
2,7.0,5.0,138.18692,1default
2,8.0,5.0,98.28627,1default
2,9.0,5.0,127.74054,1default
2,10.0,5.0,118.70603,1default
2,1.0,6.0,-4.710972,1default
2,2.0,6.0,1.747005,1default
2,3.0,6.0,14.993345,1default
2,4.0,6.0,26.552101,1default
2,5.0,6.0,74.77657,1default
2,6.0,6.0,125.727325,1default
2,7.0,6.0,119.6758,1default
2,8.0,6.0,167.8765,1default
2,9.0,6.0,98.48593,1default
2,10.0,6.0,145.24387,1default
2,1.0,7.0,59.88068,1default
2,2.0,7.0,23.214966,1default
2,3.0,7.0,96.1352,1default
2,4.0,7.0,133.10753,1default
2,5.0,7.0,106.28209,1default
2,6.0,7.0,170.80481,1default
2,7.0,7.0,117.5271,1default
2,8.0,7.0,154.2665,1default
2,9.0,7.0,103.37754,1default
2,10.0,7.0,113.96416,1default
2,1.0,8.0,13.388952,1default
2,2.0,8.0,15.475851,1default
2,3.0,8.0,19.16952,1default
2,4.0,8.0,75.53955,1default
2,5.0,8.0,107.78665,1default
2,6.0,8.0,148.9304,1default
2,7.0,8.0,141.43849,1default
2,8.0,8.0,89.468056,1default
2,9.0,8.0,164.14005,1default
2,10.0,8.0,141.46701,1default
2,1.0,9.0,12.485739,1default
2,2.0,9.0,10.957406,1default
2,3.0,9.0,51.411865,1default
2,4.0,9.0,121.18273,1default
2,5.0,9.0,91.29112,1default
2,6.0,9.0,132.08784,1default
2,7.0,9.0,93.31146,1default
2,8.0,9.0,138.7431,1default
2,9.0,9.0,152.00609,1default
2,10.0,9.0,144.88496,1default
2,1.0,10.0,9.383913,1default
2,2.0,10.0,-4.154782,1default
2,3.0,10.0,47.69918,1default
2,4.0,10.0,50.06655,1default
2,5.0,10.0,87.36927,1default
2,6.0,10.0,80.623695,1default
2,7.0,10.0,76.69472,1default
2,8.0,10.0,73.17218,1default
2,9.0,10.0,103.12084,1default
2,10.0,10.0,103.272964,1default
3,1.0,1.0,63.583855,1default
3,2.0,1.0,46.213634,1default
3,3.0,1.0,56.519775,1default
3,4.0,1.0,68.50162,1default
3,5.0,1.0,74.92394,1default
3,6.0,1.0,58.93706,1default
3,7.0,1.0,41.956646,1default
3,8.0,1.0,45.69785,1default
3,9.0,1.0,44.06969,1default
3,10.0,1.0,58.913292,1default
3,1.0,2.0,39.446663,1default
3,2.0,2.0,52.32696,1default
3,3.0,2.0,52.262787,1default
3,4.0,2.0,81.97138,1default
3,5.0,2.0,88.897606,1default
3,6.0,2.0,47.078815,1default
3,7.0,2.0,25.007132,1default
3,8.0,2.0,57.39922,1default
3,9.0,2.0,41.583477,1default
3,10.0,2.0,56.474613,1default
3,1.0,3.0,69.11485,1default
3,2.0,3.0,70.04421,1default
3,3.0,3.0,47.04554,1default
3,4.0,3.0,56.847786,1default
3,5.0,3.0,76.25974,1default
3,6.0,3.0,67.54373,1default
3,7.0,3.0,69.461876,1default
3,8.0,3.0,37.40017,1default
3,9.0,3.0,51.656685,1default
3,10.0,3.0,107.090225,1default
3,1.0,4.0,50.499146,1default
3,2.0,4.0,103.20403,1default
3,3.0,4.0,58.92042,1default
