Metrics,SANE,LOEWE,BLISS,HSA
SYN_MAX,0,23.6027762303714,24.2865972745796,39.3498497410131
SYN_SUM,0,9.37659213209691,13.0769037360047,17.6114587333254
SYN_SUM_WEIGHTED,0,2.18638294870191,3.31307724430849,5.91328289465391
SYN_SPREAD,0,0.630290800143488,0.73378550355696,0.669000012030136
SYN_AVERAGE_C1,0,0.000424795830930436,0.000623283787331039,0.000974330763595651
SYN_AVERAGE_C2,0,0.068914702347969,0.121922540467459,0.238035888238038
ANT_MAX,0,-43.5519858584031,-34.3686178290553,-32.7089675328745
ANT_SUM,0,-56.1255927331458,-38.646011206677,-35.5919830340379
ANT_SUM_WEIGHTED,0,-43.5418976793298,-29.3847828080919,-27.4501623155214
ANT_SPREAD,0,1.13521073419726,1.06040387063445,1.04314018236197
ANT_AVERAGE_C1,0,0.00100862641617396,0.00088875466682715,0.000785843656098034
ANT_AVERAGE_C2,0,0.439737726098036,0.426985139082882,0.423876706168675
SUM_SYN_ANT,0,-46.7490006010489,-25.5691074706723,-17.9805243007125
SUM_SYN_ANT_WEIGHTED,0,-41.3555147306279,-26.0717055637834,-21.5368794208675
