Metrics,SANE,LOEWE,BLISS,HSA
SYN_MAX,0,27.3560606457768,57.8115033734176,68.7136151985437
SYN_SUM,0,18.4237952413572,36.74577655121,40.081363920346
SYN_SUM_WEIGHTED,0,6.61315688735879,14.0993909300314,16.3448324102559
SYN_SPREAD,0,0.820659063403479,0.797253773107836,0.763747578978023
SYN_AVERAGE_C1,0,0.00567141142942116,0.00761832120950229,0.00822672281429229
SYN_AVERAGE_C2,0,1.37690511029434,1.49126048051257,1.54752441166477
ANT_MAX,0,-16.4990748524382,-16.3744254497329,-16.3743868901354
ANT_SUM,0,-15.523399332502,-12.8274506004436,-12.7492489052447
ANT_SUM_WEIGHTED,0,-13.454202560926,-10.9910791965245,-10.9452280578634
ANT_SPREAD,0,0.969981873348586,0.885089401392825,0.882388371617837
ANT_AVERAGE_C1,0,0.00408150015639557,0.00358804257448634,0.00355075504183346
ANT_AVERAGE_C2,0,0.151959229055946,0.135874104984771,0.134743684789372
SUM_SYN_ANT,0,2.9003959088552,23.9183259507663,27.3321150151013
SUM_SYN_ANT_WEIGHTED,0,-6.8410456735672,3.10831173350689,5.39960435239248
