BlockId,Replicate,mqcClass,mqcConfidence,MedianExcess,NumExcess,ExcessHSA,ExcessCRX,LS3x3,Beta,Gamma,DBSumPos,DBSumNeg
1,1,bad,0.723481,23.55295,32.0,432.99083,109635.41301,-1.36581,2.57188,1.72461,7.61419,-0.02588
2,1,bad,0.76289,38.21862,46.0,-165.55272,131012.75922,-24.41202,0.96885,0.81567,5.73115,-2.25974
3,1,good,0.908518,77.42681,64.0,-794.88791,151142.10687,-28.61903,0.90835,0.88621,0.58265,-7.11779
4,1,bad,0.594966,80.63181,27.0,192.84418,252764.49055,-17.78351,1.08018,1.07119,5.81473,-3.25639
5,1,good,0.833348,57.4534,39.0,-159.46609,109431.60534,-5.18967,0.94785,0.89385,1.96775,-1.24438
6,1,good,0.982874,82.06275,53.0,-221.52986,171031.81351,-8.39839,0.96657,0.94125,0.919,-1.64896
7,1,bad,0.90388,12.23875,13.0,2873.64943,57351.26119,0.05822,4.30469,3.10625,31.4828,-0.25907
8,1,bad,0.723481,80.00509,43.0,-169.952,362656.05043,-5.81302,1.00986,0.9918,3.36742,-3.7912
9,1,good,0.842776,96.33011,29.0,523.85795,161684.61627,-2.40908,1.10273,1.09556,6.5671,-0.65136
10,1,bad,0.777138,83.0306,15.0,1396.45899,25914.83669,-0.01877,3.67383,2.98008,14.83441,-0.08925
11,1,bad,0.741453,15.35043,35.0,126.7226,49278.94701,-2.50094,3.62344,1.19609,5.26733,-0.00449
12,1,bad,0.699207,40.32956,27.0,579.66197,205575.48014,-13.4876,1.18984,1.14629,11.73972,-2.2233
13,1,good,0.971156,84.84655,58.0,-611.40367,147561.13554,-26.55265,0.92114,0.87007,0.58206,-4.50515
14,1,good,0.893707,51.79301,50.0,-358.71298,257239.46096,-18.68352,0.98513,0.94746,2.08414,-3.39086
15,1,medium,0.808881,99.99694,38.0,149.73186,206390.20601,-3.44018,1.00523,1.00508,2.90828,-1.40612
16,1,good,0.957385,80.68626,45.0,-120.47113,411423.61533,-11.21054,0.9957,0.99214,2.13807,-3.19117
17,1,medium,0.836366,32.89208,22.0,262.88113,619778.70685,-12.14184,1.08818,1.04292,7.81168,-2.43867
