BlockId,Replicate,mqcClass,mqcConfidence,MedianExcess,NumExcess,ExcessHSA,ExcessCRX,LS3x3,Beta,Gamma,DBSumPos,DBSumNeg
1,1,good,0.992886,76.56256,54.0,-578.58874,495808.47082,-25.69057,0.97949,0.95454,2.01128,-5.56988
2,1,good,0.938421,43.06986,36.0,881.0721,271219.63923,-6.87887,1.15752,1.12236,12.27811,-1.07718
3,1,good,0.944165,77.29346,49.0,-204.54809,342074.61498,-11.69739,0.96414,0.94307,2.32924,-2.79628
4,1,good,0.968101,79.72241,65.0,-1309.86973,279383.53045,-48.54449,0.8667,0.85772,0.80454,-12.84753
5,1,good,0.924869,80.37811,43.0,247.88659,166636.77135,-2.38684,1.0127,1.00737,5.3745,-1.33934
6,1,good,0.935393,47.87648,22.0,410.59598,413080.14497,-1.02266,1.02061,1.01968,5.32442,-1.07695
7,1,good,0.97662,75.70027,40.0,165.74182,329425.65928,-14.06208,1.15303,1.08457,8.46301,-2.59844
8,1,good,0.99029,51.59045,30.0,302.09508,143412.55947,-4.43844,1.04634,1.03208,5.98859,-0.90746
9,1,good,0.873421,96.89785,53.0,-642.79027,182646.13,-13.71482,0.92515,0.92515,0.32729,-6.75519
10,1,good,0.971699,88.80437,64.0,-979.19194,109717.60631,-32.93257,0.85557,0.79678,1.45034,-7.50563
11,1,good,0.819761,83.65417,40.0,-21.57342,205311.37737,-16.36415,0.9041,0.89819,6.08749,-3.6843
12,1,good,0.920207,91.45534,50.0,-399.36016,262164.12889,-19.18986,0.83984,0.84146,5.03303,-6.97628
13,1,good,0.952469,62.01544,68.0,-862.4135,255117.26971,-26.9401,0.9294,0.90894,0.86523,-7.55534
14,1,good,0.820568,76.53538,32.0,271.75821,354154.72317,-2.21353,1.06494,1.05335,5.52299,-0.66676
15,1,good,0.99387,75.51604,56.0,-580.45249,389808.36788,-20.34024,0.94812,0.94202,1.0919,-5.88966
16,1,good,0.981247,68.92198,41.0,-122.9459,226562.50073,-33.00072,1.10391,1.03291,4.5892,-3.09559
17,1,good,0.954583,64.05285,44.0,-375.99545,275702.58107,-23.44976,0.97266,0.96514,1.84009,-5.00064
18,1,good,0.979155,80.36706,41.0,-305.78817,283144.95207,-17.84605,0.98584,0.98159,2.26105,-4.61554
19,1,good,0.824101,67.76881,44.0,140.59305,194635.88644,-15.27632,1.14502,1.08369,7.55668,-3.40246
20,1,good,0.974824,95.55596,23.0,-30.56396,270902.72139,-25.53683,0.99463,0.98848,4.15,-3.89028
21,1,good,0.960218,102.75518,40.0,-1129.23624,304682.42727,-41.42199,0.89273,0.89087,0.77006,-11.817
22,1,good,0.976352,89.15103,55.0,-426.65153,247862.36083,-10.39772,0.98066,0.97014,1.28236,-4.45597
23,1,good,0.951781,92.22774,37.0,-661.74864,306704.50729,-46.77759,0.92363,0.92168,1.66669,-8.11117
24,1,good,0.992957,78.43927,25.0,216.62584,292331.17803,-9.53709,1.01431,1.01196,4.76242,-2.09069
25,1,good,0.809824,61.85858,49.0,-311.84812,230567.28822,-13.46043,0.98582,0.96785,1.72767,-3.81771
26,1,good,0.919595,63.92287,45.0,-10.66317,324386.9723,-4.20821,1.023,1.01213,2.9829,-1.93535
27,1,good,0.957905,54.50137,46.0,-88.17337,144134.87192,-12.84662,1.02627,0.97446,3.0086,-1.11796
28,1,good,0.727345,76.76605,45.0,-135.24963,155769.08919,-12.90104,0.96035,0.93359,3.593,-2.45506
29,1,good,0.973185,87.70405,44.0,-0.70949,162399.09556,-5.29091,1.01022,1.00789,2.3013,-1.63836
30,1,good,0.98703,57.63633,41.0,-224.51115,261529.06912,-15.18244,0.99727,0.98003,1.89346,-2.42918
31,1,bad,0.777138,14.15302,39.0,1419.76844,16891.67701,-5.99238,9.60625,3.65938,17.11018,-0.14336
32,1,good,0.993502,77.86622,43.0,-198.17373,330588.42821,-6.11525,0.98069,0.97568,2.00899,-2.94655
33,1,good,0.976352,93.27838,44.0,-569.16852,392559.2409,-16.21444,0.95059,0.94805,0.34462,-5.19244
34,1,good,0.944165,83.08825,56.0,-164.88069,240572.16067,-17.04595,1.02388,1.004,2.78091,-2.74684
35,1,good,0.979631,79.43041,29.0,55.53081,359841.43184,-4.01201,1.00762,1.00593,2.6295,-1.0932
36,1,good,0.96551,95.15363,33.0,-803.7903,333975.97403,-38.57307,0.92881,0.92583,1.56163,-9.24889
37,1,good,0.99362,58.62785,23.0,918.25108,205848.63337,-5.03434,1.12822,1.123,10.92448,-0.3712
38,1,good,0.976759,80.93957,46.0,73.77874,200073.06059,-15.76611,0.97876,0.96914,4.96863,-3.26018
39,1,good,0.996368,74.82106,27.0,615.87054,224453.31552,-5.87531,1.09771,1.08552,9.0517,-1.4034
40,1,good,0.981172,63.55203,42.0,-403.41592,458177.14827,-24.89601,0.94866,0.94307,1.3583,-4.70616
41,1,good,0.974617,57.80961,28.0,391.52417,379886.99914,-6.91823,1.06655,1.04883,7.03302,-1.44568
42,1,good,0.961688,91.44077,51.0,-747.11893,463027.88009,-33.3538,0.87422,0.87188,0.9446,-7.78661
43,1,good,0.976352,62.9043,36.0,-199.41699,472711.1262,-15.53886,0.99143,0.97966,1.65729,-2.6581
44,1,good,0.98674,92.03011,25.0,-259.86161,402883.93645,-9.88689,0.96133,0.95996,1.56724,-3.84172
45,1,good,0.992886,94.08436,38.0,-278.19755,520275.37285,-12.64094,0.97891,0.97766,1.64262,-3.90677
46,1,good,0.823192,13.37475,22.0,530.27347,552218.76852,-2.71793,1.03401,1.03308,6.84344,-1.353
47,1,good,0.997605,46.95881,25.0,-92.36722,401865.39865,-10.55057,0.97498,0.97488,2.25199,-2.926
48,1,good,0.974133,75.72072,31.0,-511.61155,550730.83553,-28.28515,0.95178,0.95154,0.46919,-5.55067
49,1,good,0.911958,82.2979,46.0,-155.77745,427791.82707,-15.3758,1.01377,0.99087,4.08407,-3.68537
50,1,good,0.901358,74.39402,39.0,173.54075,344633.10963,-9.06542,1.04922,1.02744,5.4151,-1.99716
51,1,good,0.4263,6.96952,14.0,149.95841,610597.31441,0.0,1.0153,1.0148,2.27979,-0.78021
52,1,good,0.758949,72.913,53.0,-198.68537,319723.14109,-28.27362,1.09741,1.02134,4.68595,-3.33891
53,1,good,0.968487,69.9193,45.0,-167.30544,354035.37551,-15.85818,1.03926,1.00564,3.96677,-3.39627
54,1,good,0.997452,52.5857,38.0,269.23354,295644.48076,-9.7803,1.07119,1.05757,6.09543,-1.19468
55,1,good,0.976759,64.53669,41.0,171.53785,248043.30641,-5.74369,1.09575,1.05037,5.84332,-1.12573
56,1,bad,0.570066,53.04791,29.0,682.62214,268067.92653,-6.99389,1.2333,1.1835,10.29778,-1.26635
57,1,good,0.954913,91.54582,47.0,-580.96828,324361.74647,-33.83551,0.93037,0.92285,1.15264,-6.11725
58,1,good,0.954423,92.00074,49.0,-28.8518,255557.92455,-7.24656,0.98701,0.98452,2.38599,-1.90708
59,1,good,0.817527,79.99415,34.0,-156.04526,252725.11152,-22.69912,0.95566,0.94961,2.50944,-3.13982
60,1,good,0.971699,87.36522,29.0,227.30887,259524.2015,-12.70201,1.02813,1.02178,5.4925,-1.70184
61,1,good,0.974281,86.54613,39.0,-188.2194,294439.53438,-16.57275,0.95259,0.9522,1.01071,-2.61937
62,1,good,0.975975,87.02752,53.0,-118.64218,297564.963,-4.78819,1.00249,0.99863,1.81042,-1.60492
63,1,good,0.788246,71.66308,35.0,142.13202,240342.54741,-8.91714,1.07634,1.06084,4.2903,-0.91994
64,1,good,0.919891,96.77593,34.0,-239.93175,175390.38802,-12.28153,0.93867,0.93853,0.50541,-2.66279
65,1,bad,0.774971,37.6018,31.0,270.9073,147519.5249,-19.75137,1.41494,0.91787,9.56028,-0.32359
66,1,good,0.971515,77.91782,37.0,-250.77987,352507.58528,-14.93119,0.94793,0.94526,2.3269,-4.31769
67,1,good,0.981094,73.47936,30.0,287.84562,283728.90947,-15.56125,1.15156,1.09666,8.02237,-1.41762
68,1,good,0.975635,69.63244,41.0,-31.86668,265356.62214,-14.51068,1.02532,0.99922,4.45898,-2.50875
69,1,good,0.988038,64.42034,43.0,-167.57545,375437.45758,-13.18061,0.99634,0.9894,2.43118,-2.45516
70,1,good,0.940666,78.27349,39.0,-10.46668,269839.8523,-25.69151,0.98535,0.96875,5.07647,-2.93922
71,1,good,0.974133,56.66166,29.0,-192.90537,615186.99378,-7.51855,0.98377,0.98377,0.31877,-2.24783
72,1,good,0.959288,91.30656,36.0,-458.46888,618313.95398,-19.26715,0.9676,0.9676,0.67162,-5.25631
73,1,good,0.769478,70.44977,50.0,-31.50845,425425.93479,-15.72378,1.04341,1.01885,4.26139,-3.32647
74,1,good,0.525398,19.22655,8.0,15.00527,722946.39494,0.0,1.00188,1.00095,1.60819,-1.33838
75,1,good,0.979155,72.20052,32.0,122.35583,571014.55599,-6.61852,1.00625,1.00461,3.72228,-2.15164
76,1,good,0.93158,85.07802,70.0,-776.48367,337551.5125,-22.09707,0.89531,0.86421,1.1424,-6.64153
77,1,good,0.957039,66.35533,32.0,-24.0815,483675.45356,-23.41457,1.02534,1.00645,4.1518,-2.66646
78,1,good,0.920646,27.98186,15.0,61.00597,707092.72914,0.0,1.00823,1.00823,1.97286,-1.3628
79,1,good,0.833001,85.59626,15.0,2228.01258,212992.89986,-3.60608,1.42227,1.371,26.69265,-1.94028
80,1,good,0.989664,28.17495,23.0,26.94144,285600.19803,-8.01354,0.99452,0.99302,2.22172,-1.68685
81,1,good,0.952161,97.39572,38.0,-709.19293,296720.99066,-40.58186,0.93914,0.93689,0.64046,-7.43119
82,1,good,0.971989,80.3526,50.0,-494.90305,249635.72221,-13.73766,0.94863,0.94314,1.04849,-5.14735
83,1,good,0.997141,85.45701,33.0,-384.60375,304035.44618,-24.87386,0.94971,0.94812,1.78793,-5.33876
84,1,good,0.972475,98.17075,26.0,99.21385,287750.11183,-19.24727,1.00532,1.00503,5.32405,-3.69837
85,1,good,0.936569,79.28264,42.0,-63.72002,142885.90335,-42.46951,1.08574,1.00049,8.42425,-5.86747
86,1,good,0.983005,50.29138,36.0,-170.50429,274454.05932,-9.0193,0.99255,0.98032,2.99249,-3.65686
87,1,good,0.925576,80.30969,38.0,-219.61346,271660.98434,-16.8197,0.97407,0.97053,2.42362,-4.13474
88,1,good,0.961485,72.26674,61.0,-513.94108,217072.93945,-14.78775,0.95924,0.94836,1.1321,-4.86856
89,1,good,0.993255,85.63065,45.0,-450.4783,267903.46828,-36.64716,0.93706,0.93276,3.98209,-7.41619
